sale_id,date,year,month,day,weekday,outlet,tier,category,subcategory,quantity,revenue,discount_pct,avg_rating
152,2023-01-05,2023,1,5,3,Outlet_1,TIER 1,Dairy,Typea,6,337.86,0.46,1.28
153,2023-01-05,2023,1,5,3,Outlet_1,TIER 1,Produce,Typea,9,3547.17,2.93,1.45
165,2023-01-06,2023,1,6,4,Outlet_1,TIER 1,Snacks,Typeb,8,3174.8,3.68,3.49
184,2023-01-06,2023,1,6,4,Outlet_1,TIER 1,Produce,Typea,3,1182.39,24.51,2.64
185,2023-01-06,2023,1,6,4,Outlet_1,TIER 1,Snacks,Typea,5,706.7,1.73,2.79
195,2023-01-06,2023,1,6,4,Outlet_1,TIER 1,Dairy,Typeb,5,1415.4,25.2,1.38
199,2023-01-06,2023,1,6,4,Outlet_1,TIER 1,Snacks,Typea,2,807.32,11.83,2.02
207,2023-01-07,2023,1,7,5,Outlet_1,TIER 1,Dairy,Typeb,1,474.88,17.23,4.95
260,2023-01-08,2023,1,8,6,Outlet_1,TIER 1,Snacks,Typeb,6,2567.1,13.68,1.86
266,2023-01-08,2023,1,8,6,Outlet_1,TIER 1,Produce,Typec,8,2675.84,29.84,4.04
271,2023-01-08,2023,1,8,6,Outlet_1,TIER 1,Snacks,Typeb,1,227.32,15.5,1.06
282,2023-01-08,2023,1,8,6,Outlet_1,TIER 1,Beverages,Typea,4,453.84,8.12,3.37
308,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Snacks,Typeb,8,1818.56,25.5,1.8
311,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Dairy,Typea,8,450.48,10.85,4.88
314,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Dairy,Typec,4,48.72,20.76,2.8
328,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Snacks,Typeb,5,1984.25,9.08,4.8
332,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Dairy,Typea,5,281.55,0.1,4.78
336,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Produce,Typec,1,20.24,25.51,1.92
339,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Beverages,Typec,9,3152.34,8.97,1.2
342,2023-01-09,2023,1,9,0,Outlet_1,TIER 1,Snacks,Typea,6,848.04,29.63,3.29
352,2023-01-10,2023,1,10,1,Outlet_1,TIER 1,Snacks,Typea,6,848.04,21.64,1.22
388,2023-01-11,2023,1,11,2,Outlet_1,TIER 1,Dairy,Typeb,3,272.85,4.88,1.73
390,2023-01-11,2023,1,11,2,Outlet_1,TIER 1,Dairy,Typeb,4,863.24,24.23,4.53
400,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Produce,Typea,8,3153.04,21.21,1.87
401,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Dairy,Typeb,5,1415.4,17.91,2.67
421,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Dairy,Typea,7,2549.26,6.55,4.72
422,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Dairy,Typeb,9,818.55,5.76,2.14
427,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Snacks,Typea,9,3632.94,23.6,2.53
439,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Produce,Typea,1,274.89,19.72,4.65
442,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Dairy,Typec,3,439.2,16.42,4.94
444,2023-01-12,2023,1,12,3,Outlet_1,TIER 1,Dairy,Typea,7,2849.56,8.36,2.9
459,2023-01-13,2023,1,13,4,Outlet_1,TIER 1,Snacks,Typea,1,403.66,26.05,3.63
473,2023-01-13,2023,1,13,4,Outlet_1,TIER 1,Snacks,Typec,7,185.64,9.03,3.49
493,2023-01-13,2023,1,13,4,Outlet_1,TIER 1,Dairy,Typec,2,365.32,28.51,2.72
502,2023-01-14,2023,1,14,5,Outlet_1,TIER 1,Dairy,Typec,8,1461.28,21.01,4.5
505,2023-01-14,2023,1,14,5,Outlet_1,TIER 1,Snacks,Typeb,7,1223.67,9.04,4.28
528,2023-01-14,2023,1,14,5,Outlet_1,TIER 1,Produce,Typea,5,441.6,13.07,4.53
534,2023-01-14,2023,1,14,5,Outlet_1,TIER 1,Beverages,Typea,5,416.8,20.5,4.79
539,2023-01-15,2023,1,15,6,Outlet_1,TIER 1,Produce,Typea,3,1182.39,28.44,2.56
546,2023-01-15,2023,1,15,6,Outlet_1,TIER 1,Beverages,Typea,7,583.52,11.13,3.77
567,2023-01-15,2023,1,15,6,Outlet_1,TIER 1,Produce,Typea,8,3153.04,6.71,4.62
571,2023-01-15,2023,1,15,6,Outlet_1,TIER 1,Snacks,Typeb,2,349.62,3.75,3.95
595,2023-01-16,2023,1,16,0,Outlet_1,TIER 1,Dairy,Typea,8,3392.0,7.21,4.91
600,2023-01-16,2023,1,16,0,Outlet_1,TIER 1,Snacks,Typeb,3,524.43,28.38,1.81
612,2023-01-16,2023,1,16,0,Outlet_1,TIER 1,Dairy,Typea,2,814.16,19.33,2.88
614,2023-01-16,2023,1,16,0,Outlet_1,TIER 1,Beverages,Typea,6,680.76,4.44,2.33
628,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Dairy,Typea,1,424.0,20.59,3.75
633,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Produce,Typeb,1,311.01,16.23,2.56
645,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Beverages,Typec,3,990.39,24.8,4.45
654,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Produce,Typec,3,60.72,0.59,3.38
660,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Snacks,Typeb,2,793.7,19.29,2.75
663,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Beverages,Typea,5,567.3,7.77,1.93
664,2023-01-17,2023,1,17,1,Outlet_1,TIER 1,Snacks,Typeb,3,1190.55,0.41,4.51
679,2023-01-18,2023,1,18,2,Outlet_1,TIER 1,Beverages,Typec,2,660.26,8.25,4.74
685,2023-01-18,2023,1,18,2,Outlet_1,TIER 1,Beverages,Typeb,4,869.6,9.45,1.42
693,2023-01-18,2023,1,18,2,Outlet_1,TIER 1,Snacks,Typeb,1,427.85,14.18,1.76
699,2023-01-19,2023,1,19,3,Outlet_1,TIER 1,Beverages,Typeb,2,434.8,20.64,2.12
723,2023-01-19,2023,1,19,3,Outlet_1,TIER 1,Dairy,Typeb,7,3324.16,29.74,2.21
743,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Dairy,Typea,5,2035.4,1.04,3.42
744,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Dairy,Typeb,8,2264.64,4.14,3.29
764,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Beverages,Typec,7,2451.82,2.58,2.1
767,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Beverages,Typeb,8,1739.2,13.04,2.9
770,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Dairy,Typec,9,1643.94,5.38,1.84
771,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Produce,Typec,2,668.96,10.03,3.79
773,2023-01-20,2023,1,20,4,Outlet_1,TIER 1,Beverages,Typea,8,666.88,19.31,3.51
776,2023-01-21,2023,1,21,5,Outlet_1,TIER 1,Dairy,Typeb,8,3799.04,17.87,1.57
784,2023-01-21,2023,1,21,5,Outlet_1,TIER 1,Beverages,Typec,3,1050.78,24.98,1.86
788,2023-01-21,2023,1,21,5,Outlet_1,TIER 1,Produce,Typea,4,353.28,18.37,4.71
795,2023-01-21,2023,1,21,5,Outlet_1,TIER 1,Produce,Typec,2,40.48,12.32,4.22
800,2023-01-21,2023,1,21,5,Outlet_1,TIER 1,Dairy,Typeb,1,90.95,19.94,2.41
814,2023-01-21,2023,1,21,5,Outlet_1,TIER 1,Dairy,Typea,7,2968.0,22.17,4.94
828,2023-01-22,2023,1,22,6,Outlet_1,TIER 1,Produce,Typeb,3,933.03,18.14,3.46
837,2023-01-22,2023,1,22,6,Outlet_1,TIER 1,Dairy,Typea,7,2849.56,20.51,1.79
838,2023-01-22,2023,1,22,6,Outlet_1,TIER 1,Snacks,Typeb,6,2381.1,0.56,3.91
839,2023-01-22,2023,1,22,6,Outlet_1,TIER 1,Dairy,Typeb,7,636.65,22.83,2.18
860,2023-01-23,2023,1,23,0,Outlet_1,TIER 1,Snacks,Typeb,2,454.64,6.49,3.69
872,2023-01-23,2023,1,23,0,Outlet_1,TIER 1,Dairy,Typea,1,407.08,10.05,1.64
873,2023-01-23,2023,1,23,0,Outlet_1,TIER 1,Produce,Typeb,6,1866.06,17.62,4.15
884,2023-01-23,2023,1,23,0,Outlet_1,TIER 1,Produce,Typea,4,353.28,25.45,2.99
890,2023-01-23,2023,1,23,0,Outlet_1,TIER 1,Dairy,Typeb,3,1424.64,20.31,4.55
896,2023-01-23,2023,1,23,0,Outlet_1,TIER 1,Dairy,Typea,6,2544.0,20.7,4.89
903,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Dairy,Typeb,2,566.16,8.32,2.51
907,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Beverages,Typea,3,250.08,8.41,1.29
914,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Produce,Typeb,8,2488.08,28.02,2.97
916,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Produce,Typea,3,1182.39,29.74,4.19
918,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Dairy,Typeb,2,566.16,9.74,3.93
923,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Snacks,Typea,2,282.68,7.43,4.81
931,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Snacks,Typeb,7,1223.67,13.72,4.82
940,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Dairy,Typec,4,585.6,22.83,3.37
946,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Beverages,Typeb,7,1521.8,7.37,2.5
948,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Beverages,Typeb,8,1225.12,6.57,3.08
955,2023-01-24,2023,1,24,1,Outlet_1,TIER 1,Dairy,Typea,7,2968.0,6.22,2.44
956,2023-01-25,2023,1,25,2,Outlet_1,TIER 1,Dairy,Typec,5,732.0,11.0,2.65
962,2023-01-25,2023,1,25,2,Outlet_1,TIER 1,Snacks,Typea,1,141.34,4.51,1.51
969,2023-01-25,2023,1,25,2,Outlet_1,TIER 1,Produce,Typea,1,394.13,3.24,2.32
976,2023-01-25,2023,1,25,2,Outlet_1,TIER 1,Beverages,Typeb,6,1304.4,27.88,2.16
979,2023-01-25,2023,1,25,2,Outlet_1,TIER 1,Dairy,Typec,6,878.4,19.79,4.63
980,2023-01-25,2023,1,25,2,Outlet_1,TIER 1,Snacks,Typea,2,282.68,29.48,4.91
991,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Dairy,Typec,1,182.66,28.17,3.38
994,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Dairy,Typea,5,281.55,15.82,4.39
1007,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Dairy,Typec,4,730.64,22.12,1.57
1021,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Dairy,Typec,3,547.98,13.48,3.32
1028,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Beverages,Typec,8,2802.08,25.03,1.13
1029,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Dairy,Typeb,4,1899.52,0.87,1.89
1034,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Beverages,Typec,9,3152.34,11.72,4.12
1043,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Dairy,Typea,7,2549.26,28.0,2.09
1045,2023-01-26,2023,1,26,3,Outlet_1,TIER 1,Snacks,Typeb,1,427.85,21.39,3.36
1059,2023-01-27,2023,1,27,4,Outlet_1,TIER 1,Produce,Typec,7,141.68,1.75,1.4
1060,2023-01-27,2023,1,27,4,Outlet_1,TIER 1,Produce,Typec,8,2675.84,29.72,4.94
1084,2023-01-28,2023,1,28,5,Outlet_1,TIER 1,Dairy,Typea,6,337.86,5.43,2.55
1089,2023-01-28,2023,1,28,5,Outlet_1,TIER 1,Beverages,Typeb,3,459.42,24.67,4.53
1131,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Snacks,Typea,2,282.68,9.59,4.79
1134,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Dairy,Typec,3,547.98,29.01,4.94
1138,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Snacks,Typec,7,185.64,15.99,3.14
1140,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Produce,Typec,7,141.68,2.16,3.32
1151,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Snacks,Typeb,3,1283.55,26.36,1.33
1153,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Beverages,Typeb,1,217.4,4.97,2.61
1155,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Snacks,Typec,9,238.68,22.18,3.7
1159,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Beverages,Typeb,6,1304.4,27.8,4.24
1175,2023-01-29,2023,1,29,6,Outlet_1,TIER 1,Dairy,Typea,8,3256.64,3.29,1.1
1230,2023-01-31,2023,1,31,1,Outlet_1,TIER 1,Snacks,Typeb,9,2045.88,0.57,3.38
1231,2023-01-31,2023,1,31,1,Outlet_1,TIER 1,Snacks,Typea,3,424.02,4.92,3.35
1243,2023-02-01,2023,2,1,2,Outlet_1,TIER 1,Dairy,Typea,9,3663.72,13.09,4.15
1254,2023-02-01,2023,2,1,2,Outlet_1,TIER 1,Produce,Typeb,1,311.01,19.84,3.31
1258,2023-02-02,2023,2,2,3,Outlet_1,TIER 1,Dairy,Typea,3,1092.54,5.35,3.47
1275,2023-02-02,2023,2,2,3,Outlet_1,TIER 1,Snacks,Typeb,6,1363.92,22.8,1.67
1305,2023-02-02,2023,2,2,3,Outlet_1,TIER 1,Produce,Typec,5,1672.4,3.49,1.25
1310,2023-02-02,2023,2,2,3,Outlet_1,TIER 1,Produce,Typec,5,1672.4,3.15,1.14
1313,2023-02-03,2023,2,3,4,Outlet_1,TIER 1,Produce,Typec,6,121.44,0.02,2.62
1319,2023-02-03,2023,2,3,4,Outlet_1,TIER 1,Snacks,Typec,6,159.12,11.92,1.55
1321,2023-02-03,2023,2,3,4,Outlet_1,TIER 1,Beverages,Typea,9,750.24,24.32,2.32
1338,2023-02-03,2023,2,3,4,Outlet_1,TIER 1,Dairy,Typeb,2,566.16,24.35,1.77
1343,2023-02-03,2023,2,3,4,Outlet_1,TIER 1,Dairy,Typec,8,1461.28,3.61,2.48
1347,2023-02-04,2023,2,4,5,Outlet_1,TIER 1,Snacks,Typea,3,424.02,25.73,2.89
1367,2023-02-04,2023,2,4,5,Outlet_1,TIER 1,Produce,Typea,7,1924.23,24.77,2.15
1372,2023-02-04,2023,2,4,5,Outlet_1,TIER 1,Beverages,Typec,8,2802.08,20.86,4.26
1376,2023-02-04,2023,2,4,5,Outlet_1,TIER 1,Produce,Typec,2,40.48,11.02,1.72
1379,2023-02-04,2023,2,4,5,Outlet_1,TIER 1,Beverages,Typec,5,1650.65,15.77,1.79
1386,2023-02-04,2023,2,4,5,Outlet_1,TIER 1,Beverages,Typec,7,2451.82,23.05,4.22
1393,2023-02-05,2023,2,5,6,Outlet_1,TIER 1,Dairy,Typea,1,56.31,2.25,1.06
1402,2023-02-05,2023,2,5,6,Outlet_1,TIER 1,Dairy,Typec,4,585.6,25.8,1.15
1403,2023-02-05,2023,2,5,6,Outlet_1,TIER 1,Produce,Typec,4,80.96,19.39,1.61
1405,2023-02-05,2023,2,5,6,Outlet_1,TIER 1,Dairy,Typea,7,2968.0,8.24,1.4
1409,2023-02-05,2023,2,5,6,Outlet_1,TIER 1,Dairy,Typeb,8,1726.48,28.68,4.85
1413,2023-02-06,2023,2,6,0,Outlet_1,TIER 1,Beverages,Typec,4,1401.04,12.92,3.55
1428,2023-02-06,2023,2,6,0,Outlet_1,TIER 1,Dairy,Typeb,1,283.08,24.67,2.22
1429,2023-02-06,2023,2,6,0,Outlet_1,TIER 1,Snacks,Typeb,4,1711.4,25.89,4.24
1434,2023-02-06,2023,2,6,0,Outlet_1,TIER 1,Beverages,Typec,9,3152.34,11.21,4.58
1443,2023-02-06,2023,2,6,0,Outlet_1,TIER 1,Beverages,Typeb,1,153.14,3.93,4.6
1502,2023-02-08,2023,2,8,2,Outlet_1,TIER 1,Dairy,Typeb,9,4273.92,9.76,1.22
1506,2023-02-08,2023,2,8,2,Outlet_1,TIER 1,Produce,Typec,7,141.68,24.47,4.97
1519,2023-02-08,2023,2,8,2,Outlet_1,TIER 1,Dairy,Typeb,9,818.55,9.96,3.32
1524,2023-02-08,2023,2,8,2,Outlet_1,TIER 1,Snacks,Typeb,6,2567.1,5.61,3.45
1533,2023-02-08,2023,2,8,2,Outlet_1,TIER 1,Snacks,Typea,3,1210.98,28.11,3.17
1548,2023-02-09,2023,2,9,3,Outlet_1,TIER 1,Beverages,Typea,2,226.92,24.51,2.96
1549,2023-02-09,2023,2,9,3,Outlet_1,TIER 1,Dairy,Typeb,2,431.62,8.99,1.77
1557,2023-02-09,2023,2,9,3,Outlet_1,TIER 1,Dairy,Typea,3,1272.0,14.12,4.67
1591,2023-02-09,2023,2,9,3,Outlet_1,TIER 1,Dairy,Typea,6,2544.0,15.1,2.48
1599,2023-02-10,2023,2,10,4,Outlet_1,TIER 1,Snacks,Typeb,6,1363.92,16.89,3.3
1601,2023-02-10,2023,2,10,4,Outlet_1,TIER 1,Dairy,Typeb,9,818.55,6.87,1.3
1607,2023-02-10,2023,2,10,4,Outlet_1,TIER 1,Produce,Typea,5,1374.45,6.58,2.73
1622,2023-02-10,2023,2,10,4,Outlet_1,TIER 1,Produce,Typec,2,40.48,9.99,4.35
1638,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Snacks,Typeb,1,174.81,21.09,1.37
1643,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Produce,Typec,8,161.92,3.6,3.92
1647,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Dairy,Typea,8,2913.44,11.37,3.72
1650,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Produce,Typec,6,2006.88,20.36,2.67
1665,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Snacks,Typeb,6,2567.1,12.63,4.45
1676,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Beverages,Typec,3,1050.78,3.32,4.83
1681,2023-02-11,2023,2,11,5,Outlet_1,TIER 1,Produce,Typec,9,182.16,12.74,1.87
1692,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Dairy,Typea,6,2544.0,0.81,4.99
1693,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Snacks,Typeb,5,874.05,5.24,2.67
1696,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Dairy,Typeb,5,1415.4,12.11,3.96
1698,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Dairy,Typeb,2,949.76,17.59,3.19
1703,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Snacks,Typea,8,3229.28,26.88,4.13
1706,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Snacks,Typea,4,1614.64,2.17,1.17
1722,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Dairy,Typea,5,2120.0,24.1,3.02
1723,2023-02-12,2023,2,12,6,Outlet_1,TIER 1,Dairy,Typec,6,73.08,19.14,4.39
1736,2023-02-13,2023,2,13,0,Outlet_1,TIER 1,Beverages,Typeb,7,1521.8,23.1,3.89
1741,2023-02-13,2023,2,13,0,Outlet_1,TIER 1,Produce,Typea,7,1924.23,5.06,4.56
1748,2023-02-13,2023,2,13,0,Outlet_1,TIER 1,Snacks,Typeb,6,1048.86,12.04,3.6
1752,2023-02-13,2023,2,13,0,Outlet_1,TIER 1,Dairy,Typeb,8,727.6,2.88,3.01
1773,2023-02-13,2023,2,13,0,Outlet_1,TIER 1,Beverages,Typea,7,794.22,5.56,4.86
1777,2023-02-13,2023,2,13,0,Outlet_1,TIER 1,Dairy,Typec,4,730.64,9.58,4.42
1787,2023-02-14,2023,2,14,1,Outlet_1,TIER 1,Beverages,Typec,9,2971.17,15.06,2.98
1833,2023-02-15,2023,2,15,2,Outlet_1,TIER 1,Beverages,Typea,9,1021.14,14.69,1.04
1850,2023-02-15,2023,2,15,2,Outlet_1,TIER 1,Produce,Typea,5,1970.65,25.48,2.12
1861,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Beverages,Typeb,3,652.2,27.69,4.74
1865,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Produce,Typea,1,394.13,14.15,2.38
1871,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Beverages,Typec,9,2971.17,17.42,4.57
1874,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Beverages,Typeb,9,1378.26,16.25,2.17
1877,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Dairy,Typec,6,73.08,8.57,1.82
1882,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Beverages,Typec,2,700.52,14.4,4.05
1885,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Dairy,Typeb,3,647.43,27.47,2.92
1890,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Snacks,Typeb,8,3174.8,17.21,2.32
1893,2023-02-16,2023,2,16,3,Outlet_1,TIER 1,Beverages,Typea,5,416.8,16.59,2.53
1899,2023-02-17,2023,2,17,4,Outlet_1,TIER 1,Snacks,Typec,2,53.04,8.04,2.24
1928,2023-02-17,2023,2,17,4,Outlet_1,TIER 1,Produce,Typea,8,706.56,26.07,1.56
1939,2023-02-17,2023,2,17,4,Outlet_1,TIER 1,Dairy,Typec,6,1095.96,26.61,1.13
1941,2023-02-17,2023,2,17,4,Outlet_1,TIER 1,Dairy,Typec,5,60.9,27.06,1.52
1952,2023-02-18,2023,2,18,5,Outlet_1,TIER 1,Beverages,Typec,2,660.26,18.94,2.4
1961,2023-02-18,2023,2,18,5,Outlet_1,TIER 1,Snacks,Typeb,8,1818.56,8.44,1.68
1972,2023-02-18,2023,2,18,5,Outlet_1,TIER 1,Dairy,Typec,6,73.08,29.95,4.05
1998,2023-02-19,2023,2,19,6,Outlet_1,TIER 1,Dairy,Typea,4,1628.32,3.81,3.57
2003,2023-02-19,2023,2,19,6,Outlet_1,TIER 1,Produce,Typeb,2,622.02,2.79,3.18
2019,2023-02-19,2023,2,19,6,Outlet_1,TIER 1,Produce,Typea,7,618.24,24.8,3.58
2037,2023-02-19,2023,2,19,6,Outlet_1,TIER 1,Dairy,Typea,8,3256.64,2.7,4.49
2051,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Beverages,Typeb,5,765.7,7.54,2.94
2052,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Dairy,Typeb,5,1079.05,28.21,4.69
2057,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Produce,Typec,2,40.48,29.75,1.94
2058,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Beverages,Typec,1,330.13,21.57,2.48
2081,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Beverages,Typea,9,1021.14,4.46,4.36
2083,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Beverages,Typec,2,700.52,6.8,1.73
2087,2023-02-20,2023,2,20,0,Outlet_1,TIER 1,Dairy,Typea,8,3256.64,24.18,4.91
2107,2023-02-21,2023,2,21,1,Outlet_1,TIER 1,Snacks,Typea,6,2421.96,10.59,2.84
2119,2023-02-21,2023,2,21,1,Outlet_1,TIER 1,Snacks,Typeb,1,396.85,25.75,1.02
2149,2023-02-21,2023,2,21,1,Outlet_1,TIER 1,Beverages,Typeb,8,1739.2,15.32,1.14
2168,2023-02-22,2023,2,22,2,Outlet_1,TIER 1,Snacks,Typeb,9,1573.29,9.57,2.82
2187,2023-02-22,2023,2,22,2,Outlet_1,TIER 1,Dairy,Typea,8,450.48,28.39,3.16
2191,2023-02-22,2023,2,22,2,Outlet_1,TIER 1,Beverages,Typec,1,330.13,27.08,2.04
2201,2023-02-23,2023,2,23,3,Outlet_1,TIER 1,Produce,Typea,9,3547.17,26.28,3.31
2211,2023-02-23,2023,2,23,3,Outlet_1,TIER 1,Produce,Typeb,3,933.03,2.71,2.95
2230,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Produce,Typeb,7,2177.07,26.43,2.48
2236,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Dairy,Typec,9,1317.6,27.59,4.81
2240,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Produce,Typea,2,788.26,10.92,2.17
2242,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Snacks,Typeb,3,1283.55,2.85,2.87
2244,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Dairy,Typec,3,547.98,28.7,3.76
2250,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Dairy,Typec,8,97.44,4.41,2.22
2256,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Produce,Typea,1,88.32,8.22,1.21
2259,2023-02-24,2023,2,24,4,Outlet_1,TIER 1,Beverages,Typea,4,333.44,26.32,3.24
2289,2023-02-25,2023,2,25,5,Outlet_1,TIER 1,Dairy,Typea,9,506.79,20.28,2.26
2291,2023-02-25,2023,2,25,5,Outlet_1,TIER 1,Dairy,Typeb,9,2547.72,23.0,4.63
